DateTime,AddedIPs,RemovedIPs
1477775812,10,7
1477776755,2,33
1477777697,58,18
1477778656,5,15
1477779629,4,5
1477780600,6,20
1477781550,91,3
1477782497,6,8
1477783457,4,2
1477784420,93,45
1477785380,5,6
1477786349,3,13
1477787304,4,3
1477788252,70,28
1477788734,22,29
1477789263,4,17
1477789946,33,42
1477790186,2,4
1477791142,89,69
1477792110,57,31
1477793070,3,8
1477794027,1,0
1477795007,2,38
1477795941,53,0
1477796904,5,4
1477797857,3,35
1477798814,6,3
1477799781,51,5
1477800748,13,3
1477801696,9,4
1477802656,65,18
1477803677,2,12
1477804851,5,6
1477805800,5,25
1477806785,58,4
1477807717,2,8
1477808659,3,6
1477809621,5,27
1477810871,63,3
1477811804,5,4
1477812755,3,5
1477813707,63,54
1477814877,11,5
1477815860,1,4
1477816816,10,6
1477817290,8,2
1477817792,99,48
1477818745,7,6
1477819714,6,6
1477820662,3,6
1477821672,74,34
1477822586,5,5
1477823560,6,5
1477824507,81,38
1477825496,7,8
1477826436,7,0
1477827405,13,17
1477828347,78,41
1477829313,12,11
1477830260,3,11
1477831229,8,2
1477832197,72,40
1477833155,769,1671
1477834103,10,15
1477835063,2,7
1477836069,86,33
1477836991,4,10
1477837951,2,6
1477838899,6,40
1477839861,79,5
1477840833,4,8
1477841804,7,5
1477842743,3,35
1477843722,74,9
1477844658,5,4
1477845621,9,8
1477846602,73,46
1477847555,15,21
1477848506,10,3
1477849465,10,11
1477850470,90,44
1477851389,4,2
1477852344,12,3
1477853304,12,8
1477854267,56,29
1477855227,10,8
1477856297,7,11
1477857390,79,41
1477858342,13,8
1477859305,11,8
1477860263,6,2
1477861273,87,54
1477862189,12,3
1477863147,16,14
1477864102,9,5
1477865072,72,43
1477866043,16,7
1477866999,6,6
1477867951,6,39
1477868919,62,8
1477869860,3,13
1477870827,11,6
1477871792,2,46
1477872759,101,10
1477873229,23,11
1477873964,12,7
1477874902,17,7
1477875144,15,20
1477875863,63,62
1477876577,6,8
1477876835,9,16
1477877791,115,2891
1477878745,2,7
1477879717,67,44
1477880653,7,6
1477881615,5,2
1477882586,1,10
1477883536,59,56
1477884494,7,3
1477885456,5,2
1477886458,70,52
1477887378,3,4
1477888355,7,1
1477889305,4,4
1477890267,72,45
1477891236,6,5
1477892190,4,9
